foreign,foreigncountry_cleaned,shpmtyear,country_name,country_iso3,cleaned_name,cleaned_ID,matching_score,cleaned_name_pred
Hall Of Wood Gmb H Kg,Germany,2020,Germany,DEU,Hall Of Wood Gmb H Kg,3213_DEU,0,Shanghai Xinbang International Trading
Bluesat Solution,United Kingdom,2019,United Kingdom,GBR,Bluesat Solutions,5220_GBR,97,Shanghai Xinbang International Trading
Goldenhill Imp. Exp. Pte,Singapore,2019,Singapore,SGP,Goldenhill Imp Exp Pte,6083_SGP,100,Shanghai Xinbang International Trading
Sw Australia,Australia,2020,Australia,AUS,Sw Australia,1750_AUS,0,Shanghai Xinbang International Trading
Teeddoo Design,Sweden,2019,Sweden,SWE,Teeddoo Design,422_SWE,0,Shanghai Xinbang International Trading
Wuxi Murter Electronics,China,2020,China,CHN,Wuxi Shoulder Electronics,36906_CHN,83,Shanghai Xinbang International Trading
Baltec Inlet Exhaust Systems,Australia,2019,Australia,AUS,Baltec Inlet Exhaust Systems,6397_AUS,100,Shanghai Xinbang International Trading
Nalco,United Kingdom,2019,United Kingdom,GBR,Nalco,6882_GBR,0,Shanghai Xinbang International Trading
Cellmark Peru S A C,Peru,2020,Peru,PER,Cellmark Peru S A C,70_PER,100,Shanghai Xinbang International Trading
Maskill (Pty),Australia,2020,Australia,AUS,Maskill (Pty),2266_AUS,0,Shanghai Xinbang International Trading
Agrani Bank,Bangladesh,2019,Bangladesh,BGD,Agrani Bank Ltd,272_BGD,85,Shanghai Xinbang International Trading
Nt Traders,Bhutan,2020,Bhutan,BTN,Nt Traders,3_BTN,0,Shanghai Xinbang International Trading
Multivac,Germany,2019,Germany,DEU,Multivac,5148_DEU,0,Shanghai Xinbang International Trading
Hangzhou Fullwell Optoelectronic Equipme,China,2020,China,CHN,Hangzhou Fullwell Optoelectronic Equipme,32473_CHN,0,Shanghai Xinbang International Trading
Aspen Medical Products,United States,2020,United States,USA,Aspen Medical Products,21695_USA,100,Shanghai Xinbang International Trading
Nike Factory Outlet Rocky View,Canada,2019,Canada,CAN,Nike Factory Outlet Rocky View,16_CAN,100,Shanghai Xinbang International Trading
Sourcing Teamhk Office,Hong Kong,2019,Hong Kong,HKG,Sourcing Teamhk Office,3464_HKG,0,Shanghai Xinbang International Trading
Daimler Ag Werk Untert,Germany,2019,Germany,DEU,Daimler Ag Werk Untert,9571_DEU,0,Shanghai Xinbang International Trading
Sky G Logistics Ltd.,Hong Kong,2019,Hong Kong,HKG,Sky G Logistics,2396_HKG,88,Shanghai Xinbang International Trading
Done International Ltd.,Hong Kong,2020,Hong Kong,HKG,Dragonfleet International Ltd,3125_HKG,86,Shanghai Xinbang International Trading
Gap Room 11 B1 F,China,2019,China,CHN,Gap Room 11,3609_CHN,81,Shanghai Xinbang International Trading
Shikino Hightech,Japan,2020,Japan,JPN,Shikino High Tech,4839_JPN,91,Shanghai Xinbang International Trading
Marble Plus (Pty),Australia,2019,Australia,AUS,Marble Plus (Pty),534_AUS,100,Shanghai Xinbang International Trading
Lixian Xiangyu Cashmere Products,China,2019,China,CHN,Lixian Xiangyu Cashmere Products,39276_CHN,0,Shanghai Xinbang International Trading
Loveteak Llc Carolina Widjaja,United States,2019,United States,USA,Loveteak Llc Carolina Widjaja,16619_USA,0,Shanghai Xinbang International Trading
Flavor Inn Corporation Sdn Bhd,Malaysia,2020,Malaysia,MYS,Fama Corporation Sdn Bhd,294_MYS,81,Shanghai Xinbang International Trading
Schindler France Sa,France,2019,France,FRA,Schenker France Sas,1104_FRA,84,Shanghai Xinbang International Trading
My Flexitank Industries Sdn Bhd,Malaysia,2020,Malaysia,MYS,One Flexitank Industries Sdn Bhd,4866_MYS,92,Shanghai Xinbang International Trading
Boffi Sp A,Italy,2020,Italy,ITA,Bosifil Sp A,64_ITA,82,Shanghai Xinbang International Trading
Adidas Ag German,Germany,2019,Germany,DEU,Adidas Ag German,3145_DEU,0,Shanghai Xinbang International Trading
Pouchen Corporations Jjadidas,Taiwan,2020,Taiwan,TWN,Pouchen Corporations Jjadidas,2209_TWN,0,Shanghai Xinbang International Trading
Grand Home Hong Kong,Hong Kong,2019,Hong Kong,HKG,Grand Jone Hong Kong,7500_HKG,90,Shanghai Xinbang International Trading
Jdi Hong Kong Ltd.,Hong Kong,2020,Hong Kong,HKG,Ex Hong Kong Ltd,4572_HKG,85,Shanghai Xinbang International Trading
Biorad Europe Gmb H,Switzerland,2020,Switzerland,CHE,Biorad Europe Gmb H,1032_CHE,100,Shanghai Xinbang International Trading
Nasser Foam Mfg. General Enterprises,Gambia,2020,Gambia,GMB,Nasser Foam Mfg General Enterprises,6_GMB,0,Shanghai Xinbang International Trading
Persatuan Perubatan Malaysia,Malaysia,2019,Malaysia,MYS,Persatuan Perubatan Malaysia,9588_MYS,0,Shanghai Xinbang International Trading
Jellycat Ltd.,United Kingdom,2019,United Kingdom,GBR,Jellycat Ltd,590_GBR,0,Shanghai Xinbang International Trading
Kernock Park Plants,United Kingdom,2020,United Kingdom,GBR,Kernock Park Plants,1402_GBR,0,Shanghai Xinbang International Trading
Sanmu Tech Ltd.,China,2020,China,CHN,Sanmu Tech Ltd,39526_CHN,0,Shanghai Xinbang International Trading
Tainan Spinning,Taiwan,2020,Taiwan,TWN,Tainan Spinning,3153_TWN,100,Shanghai Xinbang International Trading
Showa Autoparts Thailand,Thailand,2020,Thailand,THA,Sakura Autoparts Thailand,209_THA,86,Shanghai Xinbang International Trading
Valman Srl,Italy,2019,Italy,ITA,Elman Srl,4200_ITA,84,Shanghai Xinbang International Trading
W Baelz Sohn Gmb H,Germany,2020,Germany,DEU,W Baelz & Sohn Gmb H & Co,8355_DEU,84,Shanghai Xinbang International Trading
Joneng Valves Ltd.,China,2019,China,CHN,Joneng Valves Ltd,19630_CHN,0,Shanghai Xinbang International Trading
Joh Vogele Kg,Netherlands,2019,Netherlands,NLD,Joh Vogele Kg,2150_NLD,0,Shanghai Xinbang International Trading
Rosslare Enterprises,Hong Kong,2019,Hong Kong,HKG,Rosslare Enterprises,6464_HKG,0,Shanghai Xinbang International Trading
Traditional Teak,Netherlands,2019,Netherlands,NLD,Traditional Teak,964_NLD,100,Shanghai Xinbang International Trading
Excelassoc,Taiwan,2019,Taiwan,TWN,Excelassoc,5023_TWN,100,Shanghai Xinbang International Trading
Mehmood Khan (Mahvish Enterprises),Canada,2019,Canada,CAN,Mehmood Khan (Mahvish Enterprises),217_CAN,100,Shanghai Xinbang International Trading
Fluidra Group Australia (Pty),Australia,2020,Australia,AUS,Chad Group Australia (Pty),1287_AUS,84,Shanghai Xinbang International Trading
Dino Hk Ltd.,Hong Kong,2020,Hong Kong,HKG,Dino Hk Ltd,6513_HKG,0,Shanghai Xinbang International Trading
The Cichlid Exchange,United States,2020,United States,USA,The Cichlid Exchange,3704_USA,100,Shanghai Xinbang International Trading
Nustar Technologies Pte,Singapore,2020,Singapore,SGP,Quanturm Technologies Pte,2308_SGP,83,Shanghai Xinbang International Trading
Multiface General Trading Llc,United Arab Emirates,2019,United Arab Emirates,ARE,Multiface General Trading Llc,2602_ARE,0,Shanghai Xinbang International Trading
Amly Chemicals,China,2019,China,CHN,Amly Chemicals,34298_CHN,0,Shanghai Xinbang International Trading
Lamorada General Trading Llc,United Arab Emirates,2020,United Arab Emirates,ARE,Emerald Star General Trading Llc,533_ARE,83,Shanghai Xinbang International Trading
Expeditors Memphis Branch,United States,2019,United States,USA,Expeditors Memphis Branch,6724_USA,0,Shanghai Xinbang International Trading
Qingdao Huibaili Chemical,China,2020,China,CHN,Qingdao Huibaili Chemical,13638_CHN,100,Shanghai Xinbang International Trading
Vietnam Auto Parts Center,Vietnam,2019,Vietnam,VNM,Vietnam Auto Parts Center,3182_VNM,0,Shanghai Xinbang International Trading
Mccormick Global Ingredients Ltd.,France,2019,France,FRA,Mccormick Global Ingredients Ltd,2191_FRA,0,Shanghai Xinbang International Trading
Four Seasons Hotel Toronto,Canada,2020,Canada,CAN,Four Seasons Hotel Toronto,1617_CAN,100,Shanghai Xinbang International Trading
Nik Mohammadi Afghan,Afghanistan,2019,Afghanistan,AFG,Nik Mohammadi Afghan,60_AFG,0,Shanghai Xinbang International Trading
Rational Business Corporation,India,2019,India,IND,Rational Business Corporation,1580_IND,100,Shanghai Xinbang International Trading
Chris Sport Ag,Belgium,2019,Belgium,BEL,Chris Sport Ag,188_BEL,0,Shanghai Xinbang International Trading
Trevira Gmb H,Germany,2020,Germany,DEU,Trevira Gmb H,3099_DEU,0,Shanghai Xinbang International Trading
Prometeon Turkey Endustriyel,Turkey,2020,Turkey,TUR,Prometeon Turkey Endustriyel,1007_TUR,0,Shanghai Xinbang International Trading
Fuzhou Heng Xin Da Tong Imp. Exp. Trade,China,2020,China,CHN,Fuzhou Heng Xin Da Tong Imp Exp Trade,2223_CHN,0,Shanghai Xinbang International Trading
Rebeiz Freres S A R L,Lebanon,2019,Lebanon,LBN,Rebeiz Freres S A R L,454_LBN,0,Shanghai Xinbang International Trading
Schneider Electric Industries Sas Newlog,France,2019,France,FRA,Schneider Electric Industries,13_FRA,84,Shanghai Xinbang International Trading
Ufuk Exaltation Sarl,France,2019,France,FRA,Ufuk Exaltation Sarl,128_FRA,0,Shanghai Xinbang International Trading
Nisiki India Ltd.,India,2020,India,IND,Nisiki India Ltd,10225_IND,0,Shanghai Xinbang International Trading
Sales Dept Tokyo Branch,Japan,2019,Japan,JPN,Sales Dept Tokyo Branch,3491_JPN,0,Shanghai Xinbang International Trading
Abfico Netherland Distribution Bv,Netherlands,2019,Netherlands,NLD,Abfico Netherlands Distribution Bv,131_NLD,99,Shanghai Xinbang International Trading
Nippon Gokin Sdn Bhd,Malaysia,2019,Malaysia,MYS,Nippon Gokin Sdn Bhd,8789_MYS,0,Shanghai Xinbang International Trading
Foshan Honen Tapes Ltd.,China,2020,China,CHN,Foshan Honen Tapes Ltd,49624_CHN,100,Shanghai Xinbang International Trading
Seablue Sas On The Behalf Of Carex,Martinique,2020,Martinique,MTQ,Seablue Sas On The Behalf Of Carex,17_MTQ,0,Shanghai Xinbang International Trading
Balisun Sarl Switzerland,Switzerland,2020,Switzerland,CHE,Balisun Sarl Switzerland,283_CHE,0,Shanghai Xinbang International Trading
Ecomed Hk Industry Limted,China,2019,China,CHN,Ecomed Hk Industry Limted,52135_CHN,0,Shanghai Xinbang International Trading
Teyi Tex,China,2020,China,CHN,Teyi Tex,30470_CHN,0,Shanghai Xinbang International Trading
Hangzhou Hikvision Technology L,China,2020,China,CHN,Hangzhou Hikvision Technology L,21480_CHN,0,Shanghai Xinbang International Trading
Aes,Japan,2019,Japan,JPN,Aes,3671_JPN,100,Shanghai Xinbang International Trading
Zhejiang Boshang Optoelectronic,China,2020,China,CHN,Zhejiang Jinyuan Optoelectronics,19546_CHN,83,Shanghai Xinbang International Trading
Eastern Tech Co.,United States,2020,United States,USA,Eastern Tech Co,18112_USA,100,Shanghai Xinbang International Trading
Legend Valve Fitting 300 N Opdyke,United States,2020,United States,USA,Legend Valve Fitting 300 N Opdyke,613_USA,0,Shanghai Xinbang International Trading
Chikki Foods Industries Ltd.,Nigeria,2019,Nigeria,NGA,Chikki Foods Industries Ltd,21_NGA,100,Shanghai Xinbang International Trading
Auto World Spare Parts Est,United Arab Emirates,2020,United Arab Emirates,ARE,Auto World Spare Parts Est,138_ARE,100,Shanghai Xinbang International Trading
Dic Graphics Corporation,Japan,2019,Japan,JPN,Graphtec Corporation,7839_JPN,82,Shanghai Xinbang International Trading
Rongcheng Jiansheng Aquatic Product,China,2019,China,CHN,Jinsheng Aquatic Product,16080_CHN,81,Shanghai Xinbang International Trading
Rousselot Angouleme Sas,France,2019,France,FRA,Rousselot Angouleme Sas,2166_FRA,0,Shanghai Xinbang International Trading
Cnt Leaf Asia Pte,Belgium,2020,Belgium,BEL,Cnt Leaf Asia Pte,1768_BEL,0,Shanghai Xinbang International Trading
M R F Agencies,Sri Lanka,2019,Sri Lanka,LKA,M R F Agencies,688_LKA,0,Shanghai Xinbang International Trading
Akanskha Sales Promoters India L,India,2020,India,IND,Akanskha Sales Promoters India L,9472_IND,0,Shanghai Xinbang International Trading
Elof Hansson Fiber B.V.,Netherlands,2019,Netherlands,NLD,Elof Hansson Fiber Bv,3168_NLD,0,Shanghai Xinbang International Trading
Micropoise,United States,2019,United States,USA,Micropoise,22593_USA,0,Shanghai Xinbang International Trading
Shanthi Wood Works,India,2020,India,IND,Shanthi Wood Works,2863_IND,0,Shanghai Xinbang International Trading
Chuan Hong Seng Pte,Singapore,2020,Singapore,SGP,Duni Song Seng Pte,265_SGP,81,Shanghai Xinbang International Trading
Armstrong World Industries China,China,2019,China,CHN,Armstrong World Industries China,42620_CHN,0,Shanghai Xinbang International Trading
Griffs Americal Auto,Australia,2020,Australia,AUS,Griffs Americal Auto,7174_AUS,0,Shanghai Xinbang International Trading
Dc Power,United States,2020,United States,USA,Dc Power,21091_USA,0,Shanghai Xinbang International Trading
Yusen Logistics China Omron Chi,China,2019,China,CHN,Yusen Logistics China On Behalf,2670_CHN,84,Shanghai Xinbang International Trading
Cfgc Jiangsu Jucheng Wood Industry,China,2020,China,CHN,Cfgc Jiangsu Jucheng Wood Industry,5437_CHN,0,Shanghai Xinbang International Trading
Erlenbach Gmb H,Germany,2019,Germany,DEU,Erlenbach Gmb H,7802_DEU,100,Shanghai Xinbang International Trading
Bucher Ag Langenthal,Switzerland,2019,Switzerland,CHE,Bucher Ag Langenthal,1239_CHE,0,Shanghai Xinbang International Trading
Sanyu Rec Malaysia Sdn Bhd,Malaysia,2019,Malaysia,MYS,Sony Emcs Malaysia Sdn Bhd,698_MYS,85,Shanghai Xinbang International Trading
Jereh Oil Gas Engineering Corporation,China,2020,China,CHN,Jereh Oil Gas Engineering Corporatio,23958_CHN,99,Shanghai Xinbang International Trading
Hennhoff Corp.,United States,2020,United States,USA,Hennhoff Corp,7340_USA,0,Shanghai Xinbang International Trading
Equinox Imp. & Exp.,India,2019,India,IND,Equinox Imp & Exp,7310_IND,0,Shanghai Xinbang International Trading
Polartec Tennesse Mfg. Mfg Llc,United States,2020,United States,USA,Polartec Tennessee Mfg Llc,18817_USA,91,Shanghai Xinbang International Trading
Nmc Termonova Oy,Finland,2019,Finland,FIN,Nmc Termonova Oy,25_FIN,0,Shanghai Xinbang International Trading
Guangxi Danbaoli Yeast,China,2020,China,CHN,Guangxi Danbaoli Yeast,41391_CHN,0,Shanghai Xinbang International Trading
Ncomputing Pte,Singapore,2020,Singapore,SGP,Ncomputing Pte,9623_SGP,0,Shanghai Xinbang International Trading
"Hangzhou Baoshan Electronic Co., Ltd.",China,2020,China,CHN,"Hangzhou Baoshan Electronic Co, Ltd",19065_CHN,0,Shanghai Xinbang International Trading
Karelinks Midas Pte,Singapore,2020,Singapore,SGP,Karelinks Midas Pte,2131_SGP,0,Shanghai Xinbang International Trading
Shantou Chenghai Shibo Hardware Industri,China,2020,China,CHN,Shantou Chenghai Shibo Hardware Industri,41057_CHN,0,Shanghai Xinbang International Trading
Barry Callebaut India Privat Ltd.,India,2020,India,IND,Barry Callebaut India Privat Ltd,547_IND,100,Shanghai Xinbang International Trading
Guangzhou Sealbeauty Bra Cup,China,2019,China,CHN,Guangzhou Sealbeauty Bra Cup,54343_CHN,0,Shanghai Xinbang International Trading
Latif Ghee Industries,Pakistan,2020,Pakistan,PAK,Latif Oil Ghee Industries,202_PAK,91,Shanghai Xinbang International Trading
Rich Products Mfg. Thailand,Thailand,2019,Thailand,THA,Rich Products Mfg Thailand,506_THA,100,Shanghai Xinbang International Trading
Primetan,Thailand,2019,Thailand,THA,Primetan,6882_THA,0,Shanghai Xinbang International Trading
Jo Malone Global,United Kingdom,2020,United Kingdom,GBR,Jo Malone Global,7355_GBR,0,Shanghai Xinbang International Trading
Velma Manoharan Antonie,Singapore,2020,Singapore,SGP,Velma Manoharan Antonie,2608_SGP,0,Shanghai Xinbang International Trading
Elementry Gmb H,Germany,2020,Germany,DEU,52 Elements Gmb H,2343_DEU,81,Shanghai Xinbang International Trading
Axin Trading S R O,Czech Republic,2020,Czech Republic,CZE,Axin Trading S R O,96_CZE,0,Shanghai Xinbang International Trading
Lacoustics,France,2020,France,FRA,Lacoustics,3154_FRA,100,Shanghai Xinbang International Trading
Indah Pratiwi Drouhot Nitidihardjo,France,2019,France,FRA,Indah Pratiwi Drouhot Nitidihardjo,1002_FRA,0,Shanghai Xinbang International Trading
Bodynova Gmb H,Germany,2019,Germany,DEU,Cosnova Gmb H,110_DEU,81,Shanghai Xinbang International Trading
Ministere De La Sante Publique De La Population,Haiti,2019,Haiti,HTI,Ministere De La Sante Publique De La Population,53_HTI,100,Shanghai Xinbang International Trading
Mattel Colombia S A,Colombia,2020,Colombia,COL,Mattel Colombia S A,62_COL,0,Shanghai Xinbang International Trading
An Ca,Vietnam,2020,Vietnam,VNM,An Ca,2227_VNM,0,Shanghai Xinbang International Trading
Musicbox Srl,Italy,2020,Italy,ITA,Musicbox Srl,2177_ITA,0,Shanghai Xinbang International Trading
Magnabioanalytics,United States,2019,United States,USA,Magnabioanalytics Llc,15573_USA,89,Shanghai Xinbang International Trading
Wuhan Shenjun Special Purpose Vehicle Ma,China,2019,China,CHN,Wuhan Shenjun Special Purpose Vehicle Ma,38703_CHN,0,Shanghai Xinbang International Trading
Jan De Nul Mozambique Limitada,Mozambique,2020,Mozambique,MOZ,Jan De Nul Mozambique Limitada,1_MOZ,0,Shanghai Xinbang International Trading
Yiwu Jie Hai Imp. Exp. Co. L,China,2019,China,CHN,Yiwu Jiehai Imp Exp Co,12468_CHN,89,Shanghai Xinbang International Trading
Jiyangmen Meiyingrong Cosmetics,China,2020,China,CHN,Jiyangmen Meiyingrong Cosmetics,57415_CHN,0,Shanghai Xinbang International Trading
Nancy Palace Textile Fzco,United Arab Emirates,2020,United Arab Emirates,ARE,Nancy Palace Textile L L C,2080_ARE,82,Shanghai Xinbang International Trading
Volentis Gmb H,Switzerland,2020,Switzerland,CHE,Volentis Gmb H,306_CHE,100,Shanghai Xinbang International Trading
Bosch Rexroth Ltda,Brazil,2020,Brazil,BRA,Bosch Rexroth Ltda,1333_BRA,100,Shanghai Xinbang International Trading
"D I D Asia Co., Ltd.",Thailand,2020,Thailand,THA,"D I D Asia Co, Ltd",1873_THA,0,Shanghai Xinbang International Trading
Yamaguchi Nut,Japan,2020,Japan,JPN,Yamaguchi Nut,10040_JPN,100,Shanghai Xinbang International Trading
Kibun Thailand,Thailand,2020,Thailand,THA,Kumon Thailand,1089_THA,86,Shanghai Xinbang International Trading
Zhaoqing Sunrise Development Leather,China,2020,China,CHN,Zhaoqing Sunrise Development Leather,55557_CHN,0,Shanghai Xinbang International Trading
Ensco International Inc.,United States,2019,United States,USA,Tj International Inc,888_USA,84,Shanghai Xinbang International Trading
Yokoshiro Metal Trading Thailand,Thailand,2019,Thailand,THA,Yokoshiro Metal Trading Thailand,1314_THA,100,Shanghai Xinbang International Trading
Knuf Vietnam,Vietnam,2019,Vietnam,VNM,Knauf Vetnam,4492_VNM,92,Shanghai Xinbang International Trading
Spx Flow Technology Singapore Pte L,Singapore,2020,Singapore,SGP,Spx Flow Technology Singapore Pte L,3888_SGP,0,Shanghai Xinbang International Trading
Sankyo Kasei Corporation,Japan,2019,Japan,JPN,Sanyei Corporition,5348_JPN,81,Shanghai Xinbang International Trading
Menlo Worldwide Asia Pacific Pte,Singapore,2019,Singapore,SGP,Menlo Worldwide Asia Pacific Pte,14486_SGP,0,Shanghai Xinbang International Trading
Intan Nadia,Malaysia,2019,Malaysia,MYS,Intan Nadia,3327_MYS,0,Shanghai Xinbang International Trading
Nippon Steel Trading Corporation,Japan,2019,Japan,JPN,Nippon Steel Trading Corporation,66_JPN,100,Shanghai Xinbang International Trading
Cpm Pacific Private,Singapore,2019,Singapore,SGP,Cpm Pacific Private,7914_SGP,0,Shanghai Xinbang International Trading
Huski Studios (Pty) Cc Bryce Williams,Australia,2020,Australia,AUS,Huski Studios (Pty) Cc Bryce Williams,3442_AUS,0,Shanghai Xinbang International Trading
Leo Imp. & Exp. Llc,United Arab Emirates,2020,United Arab Emirates,ARE,Leo Imp & Exp Llc,2151_ARE,100,Shanghai Xinbang International Trading
Hoe Pharmaceuticals Sdn Bhd,Malaysia,2020,Malaysia,MYS,Averroes Pharmaceuticals Sdn Bhd,1702_MYS,88,Shanghai Xinbang International Trading
Ramanlal Jagannath Sons,India,2020,India,IND,Ramanlal Jagannath Sons,2849_IND,0,Shanghai Xinbang International Trading
Long Winner Industrial,Taiwan,2020,Taiwan,TWN,Cong Xian Industrial,97_TWN,81,Shanghai Xinbang International Trading
Jax Athtletic Llc,United States,2020,United States,USA,Jax Athtletic Llc,5802_USA,0,Shanghai Xinbang International Trading
Hunan Beidier Bags,China,2020,China,CHN,Hunan Beidier Bags,35746_CHN,0,Shanghai Xinbang International Trading
Taylorwharton Beijing Cryogenic Equip,China,2019,China,CHN,Taylorwharton Beijing Cryogenic Equ,17723_CHN,97,Shanghai Xinbang International Trading
Shanghai Ace Tech Imp. Exp.,China,2019,China,CHN,Shanghai Atiec Technology Imp Exp,31706_CHN,83,Shanghai Xinbang International Trading
Acros Organics Bvba,Belgium,2019,Belgium,BEL,Acros Organic Bvb,1435_BEL,94,Shanghai Xinbang International Trading
Lemmaco Kft,Hungary,2020,Hungary,HUN,Lemmaco Kft,249_HUN,100,Shanghai Xinbang International Trading
Nimet Srl,Romania,2019,Romania,ROU,Nimet Srl,306_ROU,100,Shanghai Xinbang International Trading
Matters Of Design,United States,2019,United States,USA,Matters Of Design,6397_USA,0,Shanghai Xinbang International Trading
Grupo Naferd Srl,Bolivia,2019,Bolivia,BOL,Grupo Naferd Srl,44_BOL,0,Shanghai Xinbang International Trading
Alazani Trading Stories,Yemen,2019,Yemen,YEM,Al Azzany Trading Store,26_YEM,83,Shanghai Xinbang International Trading
Califarm Trading,Taiwan,2019,Taiwan,TWN,Califarm Trading,8587_TWN,0,Shanghai Xinbang International Trading
Sun Aqua Vilureef Sun Investments,Maldives,2019,Maldives,MDV,Sun Aqua Vilureef Sun Investments,271_MDV,0,Shanghai Xinbang International Trading
Banes,France,2019,France,FRA,Banes,5178_FRA,0,Shanghai Xinbang International Trading
Peerless Aerospace Fastener Corp.,United States,2020,United States,USA,Peerless Aerospace Fastener Corp,22914_USA,0,Shanghai Xinbang International Trading
Tescom Hong Kong Trading Ltd.,Hong Kong,2020,Hong Kong,HKG,Alnasl Hong Kong Trading Ltd,8831_HKG,82,Shanghai Xinbang International Trading
Ali Al Bahar Commercial Group Co.,Kuwait,2019,Kuwait,KWT,Ali Al Bahar Commercial Group Co,345_KWT,0,Shanghai Xinbang International Trading
Patrico A A Bedrossian,Argentina,2019,Argentina,ARG,Patrico A A Bedrossian,426_ARG,0,Shanghai Xinbang International Trading
Bases Development,Taiwan,2020,Taiwan,TWN,Bases Development,116_TWN,0,Shanghai Xinbang International Trading
Qingdao Hanyizhongsheng Trading,China,2020,China,CHN,Qingdao Hanyizhongsheng Trading,29014_CHN,0,Shanghai Xinbang International Trading
H M Hennes Mauritz Gbw035,United Kingdom,2020,United Kingdom,GBR,H M Hennes Mauritz,3_GBR,84,H M Hennes Mauritz Colombia S A S
Flextronicsmanufacturing Zhuhai,China,2020,China,CHN,Flextronics Manufactirung Zhuhai,8479_CHN,89,Shanghai Xinbang International Trading
Webcom Communication Kunshan Corporation,China,2019,China,CHN,Webcom Communication Kunshan Corporation,8411_CHN,0,Shanghai Xinbang International Trading
Tonghong Tannery Beihai O B Horizon Group In,China,2020,China,CHN,Tong Hong Tannery Bei Hai O B Horizon Group,15283_CHN,90,Shanghai Xinbang International Trading
Ninghai Yingjiao Electrical,China,2020,China,CHN,Ninghai Yingjiao Electrical,42358_CHN,0,Shanghai Xinbang International Trading
Toan Viet Ptoan Viet Production Trading,Vietnam,2020,Vietnam,VNM,Toan Viet Ptoan Viet Production Trading,5358_VNM,0,Shanghai Xinbang International Trading
Godspeed Industrial Group,China,2019,China,CHN,Godspeed Industrial Group,15159_CHN,0,Shanghai Xinbang International Trading
Shopfitting Direct Ltd. T A Sfd,United Kingdom,2019,United Kingdom,GBR,Shopfittings Direct Ltd,4193_GBR,83,Shanghai Xinbang International Trading
Depot Vente Accesup,France,2019,France,FRA,Depot Vente Accesup,1619_FRA,0,Shanghai Xinbang International Trading
Nike 262 Napa,United States,2019,United States,USA,Nike 262 Napa,8378_USA,100,Shanghai Xinbang International Trading
Nike Europe Operations Netherlands Bv Colosseum 1,Germany,2020,Germany,DEU,Nike Europe Operations Netherlands Bv Colosseum 1,3842_DEU,0,Shanghai Xinbang International Trading
Shenzhen Chenghao Decorative Material,China,2020,China,CHN,Shenzhen Fumeihua Decorative Materials,26453_CHN,85,Shanghai Xinbang International Trading
Dong Guan Xiangya Industry,China,2020,China,CHN,Dongguan Xiangya Industry,1047_CHN,94,Shanghai Xinbang International Trading
Knoz Asia Garments Trading,Saudi Arabia,2019,Saudi Arabia,SAU,Knoz Asia Garments Trading,823_SAU,0,Shanghai Xinbang International Trading
Wire Rope Industries,Canada,2020,Canada,CAN,Wire Rope Industries Atlantic,735_CAN,82,Shanghai Xinbang International Trading
Ricoma Shenzhen,China,2019,China,CHN,Ricoma Shenzhen,15737_CHN,0,Shenzhen Embest Technology
G B Industry,United States,2020,United States,USA,S B Industry,13912_USA,92,Shanghai Xinbang International Trading
Dongguan Dongjiu Electronic,Hong Kong,2019,Hong Kong,HKG,Dongguan City Dong Jiu Electronic,5799_HKG,87,Shanghai Xinbang International Trading
Carrier Wealth International Trading,Hong Kong,2020,Hong Kong,HKG,Carrier Wealth International Trading,7761_HKG,0,Shanghai Xinbang International Trading
Opal Coffee Att Hendra Taruli,United States,2019,United States,USA,Opal Coffee Att Hendra Taruli,10279_USA,0,Shanghai Xinbang International Trading
Zibo Irvine Industrial,China,2019,China,CHN,Zibo Irvine Industrial,49720_CHN,0,Shanghai Xinbang International Trading
Cofan Usa,United States,2019,United States,USA,Cofan Usa,19973_USA,100,Shanghai Xinbang International Trading
Mayas Fabrique Sdn Bhd,Malaysia,2019,Malaysia,MYS,Mayas Fabrique Sdn Bhd,3310_MYS,0,Shanghai Xinbang International Trading
Suzhou Weidun Composite Fabric,China,2020,China,CHN,Suzhou Weidun Composite Fabric,54029_CHN,0,Shanghai Xinbang International Trading
Mario Vukic Textiles (Pty),Australia,2019,Australia,AUS,Mario Vukic Textiles (Pty),1197_AUS,0,Shanghai Xinbang International Trading
Hanrun Paper Industrial Ltd.,China,2019,China,CHN,Hanrun Paper Industrial Ltd,25846_CHN,100,Shanghai Xinbang International Trading
Asics Japan Corp Head Office,Japan,2020,Japan,JPN,Asics Japan Corp Head Office,1435_JPN,100,Shanghai Xinbang International Trading
Shanghai Neineindustry,China,2020,China,CHN,Shanghai Neineindustry,46124_CHN,0,Shanghai Xinbang International Trading
Tianjin Baolai International Trade,China,2019,China,CHN,Tianjin Saint International Trading,1925_CHN,84,Shanghai Xinbang International Trading
Koki Campany Ltd.,Japan,2019,Japan,JPN,Koki Campany Ltd,11903_JPN,0,Shanghai Xinbang International Trading
Ali Sp A,San Marino,2020,San Marino,SMR,Ali Sp A,3_SMR,100,Shanghai Xinbang International Trading
The Labels Specialist International,China,2020,China,CHN,The Labels Specialist International,39968_CHN,100,Shanghai Xinbang International Trading
Ashwin Traders,India,2019,India,IND,Anina Traders,1730_IND,81,Shanghai Xinbang International Trading
Dhakarea,Bangladesh,2019,Bangladesh,BGD,Dhakarea,1803_BGD,100,Shanghai Xinbang International Trading
Morning Star Electronic Parts O B Morning Star Conn,Hong Kong,2020,Hong Kong,HKG,Morning Star Electronic Parts O B Morning Star Conn,12914_HKG,0,Shanghai Xinbang International Trading
